Date;Indicator;Province;Destination;value
2022-March;Tourists Spending (SAR);AlQassim Province;Other AlQassim;0.0
2022-April;Tourists Spending (SAR);AlQassim Province;Other AlQassim;0.0
2023-June;Tourists Spending (SAR);AlQassim Province;Other AlQassim;0.0
2023-July;Tourists Spending (SAR);AlQassim Province;Other AlQassim;287131.25
2022-September;Tourists Spending (SAR);AlQassim Province;Other AlQassim;53271.85000000056
2021-December;Tourists Spending (SAR);AlQassim Province;Other AlQassim;959243.48
2023-December;Tourists Spending (SAR);AlQassim Province;Other AlQassim;703311.4
2022-February;Tourists Spending (SAR);Aseer Province;Abha;12607.41
2023-February;Tourists Spending (SAR);Aseer Province;Abha;16040557.17
2023-March;Tourists Spending (SAR);Aseer Province;Abha;18349945.37
2022-April;Tourists Spending (SAR);Aseer Province;Abha;75451.31
2022-July;Tourists Spending (SAR);Aseer Province;Abha;4247799.8
2021-October;Tourists Spending (SAR);Aseer Province;Abha;2527244.98
2022-October;Tourists Spending (SAR);Aseer Province;Abha;7153883.99
2022-November;Tourists Spending (SAR);Aseer Province;Abha;19261221.31
2023-December;Tourists Spending (SAR);Aseer Province;Abha;17128575.49
2023-March;Tourists Spending (SAR);Aseer Province;Khamis Mushait;9851664.96
2021-April;Tourists Spending (SAR);Aseer Province;Khamis Mushait;529.51
2023-April;Tourists Spending (SAR);Aseer Province;Khamis Mushait;7424065.78
2022-May;Tourists Spending (SAR);Aseer Province;Khamis Mushait;325555.09
2021-June;Tourists Spending (SAR);Aseer Province;Khamis Mushait;12508.72
2023-July;Tourists Spending (SAR);Aseer Province;Khamis Mushait;8938442.92
2022-August;Tourists Spending (SAR);Aseer Province;Khamis Mushait;65853.34
2023-January;Tourists Spending (SAR);Aseer Province;Other Aseer;28405304.909999996
2023-June;Tourists Spending (SAR);Aseer Province;Other Aseer;9238235.12
2021-January;Tourists Spending (SAR);Eastern Province;Al Ahsa;15422619.7
2022-February;Tourists Spending (SAR);Eastern Province;Al Ahsa;32070176.5
2022-June;Tourists Spending (SAR);Eastern Province;Al Ahsa;74049837.08
2023-June;Tourists Spending (SAR);Eastern Province;Al Ahsa;92277918.23
2023-July;Tourists Spending (SAR);Eastern Province;Al Ahsa;107159446.46
2022-September;Tourists Spending (SAR);Eastern Province;Al Ahsa;73096788.6
2023-October;Tourists Spending (SAR);Eastern Province;Al Ahsa;80660922.73
2022-December;Tourists Spending (SAR);Eastern Province;Al Ahsa;47445216.93
2023-February;Tourists Spending (SAR);Eastern Province;Al Khobar;476045404.55
2023-March;Tourists Spending (SAR);Eastern Province;Al Khobar;332249332.07
2021-June;Tourists Spending (SAR);Eastern Province;Al Khobar;17513549.7
2023-June;Tourists Spending (SAR);Eastern Province;Al Khobar;458388720.65
2022-August;Tourists Spending (SAR);Eastern Province;Al Khobar;307976253.12
2023-September;Tourists Spending (SAR);Eastern Province;Al Khobar;328120087.55
2021-October;Tourists Spending (SAR);Eastern Province;Al Khobar;109026819.46
2022-November;Tourists Spending (SAR);Eastern Province;Al Khobar;602065433.17
2022-January;Tourists Spending (SAR);Eastern Province;Dammam;43082799.01
2021-February;Tourists Spending (SAR);Eastern Province;Dammam;34704723.2
2022-February;Tourists Spending (SAR);Eastern Province;Dammam;112361708.4
2022-May;Tourists Spending (SAR);Eastern Province;Dammam;144073759.05
2022-June;Tourists Spending (SAR);Eastern Province;Dammam;150199200.5
2021-July;Tourists Spending (SAR);Eastern Province;Dammam;196645616.68
2023-November;Tourists Spending (SAR);Eastern Province;Dammam;245596055.1
2021-December;Tourists Spending (SAR);Eastern Province;Dammam;94096786.52
2023-April;Tourists Spending (SAR);Eastern Province;Other Eastern;149821483.10000002
2023-May;Tourists Spending (SAR);Eastern Province;Other Eastern;90576661.05000001
2022-June;Tourists Spending (SAR);Eastern Province;Other Eastern;114227525.28000009
2023-July;Tourists Spending (SAR);Eastern Province;Other Eastern;133309466.16
2022-October;Tourists Spending (SAR);Eastern Province;Other Eastern;93786639.89999998
2023-October;Tourists Spending (SAR);Eastern Province;Other Eastern;82529580.18
2021-November;Tourists Spending (SAR);Eastern Province;Other Eastern;80123179.86
2021-February;Tourists Spending (SAR);Hail Province;Hail;15924612.02
2022-April;Tourists Spending (SAR);Hail Province;Hail;25627245.12
2022-June;Tourists Spending (SAR);Hail Province;Hail;19190930.69
2021-October;Tourists Spending (SAR);Hail Province;Hail;123578501.12
2021-November;Tourists Spending (SAR);Hail Province;Hail;80661847.14
year-May;Tourists Spending (SAR);Hail Province;Other Hail;
year-June;Tourists Spending (SAR);Hail Province;Other Hail;
2021-April;Tourists Spending (SAR);Jazan Province;Jazan;3205297.0
2022-July;Tourists Spending (SAR);Jazan Province;Jazan;67365.97
2021-September;Tourists Spending (SAR);Jazan Province;Jazan;7585.05
2022-October;Tourists Spending (SAR);Jazan Province;Jazan;1030085.35
2021-November;Tourists Spending (SAR);Jazan Province;Jazan;36822.88
2022-November;Tourists Spending (SAR);Jazan Province;Jazan;7240494.36
2021-January;Tourists Spending (SAR);Jazan Province;Other Jazan;10858910.74
2022-January;Tourists Spending (SAR);Jazan Province;Other Jazan;48355.41
2021-February;Tourists Spending (SAR);Jazan Province;Other Jazan;65745.3
2022-June;Tourists Spending (SAR);Jazan Province;Other Jazan;7007115.29
2023-July;Tourists Spending (SAR);Jazan Province;Other Jazan;0.0
2022-August;Tourists Spending (SAR);Jazan Province;Other Jazan;0.0
2022-September;Tourists Spending (SAR);Jazan Province;Other Jazan;0.0
2022-November;Tourists Spending (SAR);Jazan Province;Other Jazan;3955064.4799999995
2023-December;Tourists Spending (SAR);Jazan Province;Other Jazan;2549193.21
2021-January;Tourists Spending (SAR);Jouf Province;Al Qurayyat;7211665.34
2022-March;Tourists Spending (SAR);Jouf Province;Al Qurayyat;7570094.52
2021-April;Tourists Spending (SAR);Jouf Province;Al Qurayyat;2136064.05
2022-April;Tourists Spending (SAR);Jouf Province;Al Qurayyat;6905562.31
2021-July;Tourists Spending (SAR);Jouf Province;Al Qurayyat;1538031.17
2022-July;Tourists Spending (SAR);Jouf Province;Al Qurayyat;1740037.11
2022-January;Tourists Spending (SAR);Jouf Province;Sakaka;455578.99
2021-April;Tourists Spending (SAR);Jouf Province;Sakaka;2931214.96
2023-April;Tourists Spending (SAR);Jouf Province;Sakaka;3477797.96
2021-August;Tourists Spending (SAR);Jouf Province;Sakaka;5894638.12
2022-August;Tourists Spending (SAR);Jouf Province;Sakaka;479732.28
2023-August;Tourists Spending (SAR);Jouf Province;Sakaka;14692161.14
2021-September;Tourists Spending (SAR);Jouf Province;Sakaka;6038673.6
2022-November;Tourists Spending (SAR);Jouf Province;Sakaka;7548779.69
2023-November;Tourists Spending (SAR);Jouf Province;Sakaka;14585194.35
2021-December;Tourists Spending (SAR);Jouf Province;Sakaka;2926096.04
2022-December;Tourists Spending (SAR);Jouf Province;Sakaka;946.88
2023-December;Tourists Spending (SAR);Jouf Province;Sakaka;12736714.23
year-March;Tourists Spending (SAR);Jouf Province;Other Jouf;
year-April;Tourists Spending (SAR);Jouf Province;Other Jouf;
2021-November;Tourists Spending (SAR);Jouf Province;Other Jouf;461716.53
2023-January;Tourists Spending (SAR);Madinah Province;Al Ula;36910092.05
2022-March;Tourists Spending (SAR);Madinah Province;Al Ula;41569372.32
2022-May;Tourists Spending (SAR);Madinah Province;Al Ula;2055257.14
2023-July;Tourists Spending (SAR);Madinah Province;Al Ula;45463522.35
2023-August;Tourists Spending (SAR);Madinah Province;Al Ula;19373422.76
2022-September;Tourists Spending (SAR);Madinah Province;Al Ula;11585.43
2021-December;Tourists Spending (SAR);Madinah Province;Al Ula;15414026.12
2021-March;Tourists Spending (SAR);Madinah Province;Madinah;8550553.41
2022-April;Tourists Spending (SAR);Madinah Province;Madinah;2346010.55
2021-May;Tourists Spending (SAR);Madinah Province;Madinah;241174.78
2022-August;Tourists Spending (SAR);Madinah Province;Madinah;11233745.95
2021-October;Tourists Spending (SAR);Madinah Province;Madinah;11621013.62
2023-October;Tourists Spending (SAR);Madinah Province;Madinah;23145293.06
2021-December;Tourists Spending (SAR);Madinah Province;Madinah;1807790.19
2023-December;Tourists Spending (SAR);Madinah Province;Madinah;11517367.12
2023-March;Tourists Spending (SAR);Madinah Province;Yanbu;798544.2
2023-April;Tourists Spending (SAR);Madinah Province;Yanbu;23262463.41
2023-July;Tourists Spending (SAR);Madinah Province;Yanbu;4369429.75
2021-October;Tourists Spending (SAR);Madinah Province;Yanbu;382680.33
2023-October;Tourists Spending (SAR);Madinah Province;Yanbu;1133495.33
2021-November;Tourists Spending (SAR);Madinah Province;Yanbu;527227.08
2022-December;Tourists Spending (SAR);Madinah Province;Yanbu;203710.18
2023-December;Tourists Spending (SAR);Madinah Province;Yanbu;6768969.16
2022-January;Tourists Spending (SAR);Madinah Province;Other Madinah;1083331.31
2023-May;Tourists Spending (SAR);Madinah Province;Other Madinah;0.0
2021-September;Tourists Spending (SAR);Madinah Province;Other Madinah;75997.59
2022-November;Tourists Spending (SAR);Madinah Province;Other Madinah;204713.61
2021-January;Tourists Spending (SAR);Makkah Province;Jeddah;89956706.19
2022-March;Tourists Spending (SAR);Makkah Province;Jeddah;1306107348.97
2021-April;Tourists Spending (SAR);Makkah Province;Jeddah;92426655.52
2022-May;Tourists Spending (SAR);Makkah Province;Jeddah;738948676.07
2023-June;Tourists Spending (SAR);Makkah Province;Jeddah;1044283124.41
2023-July;Tourists Spending (SAR);Makkah Province;Jeddah;524313987.54
2022-September;Tourists Spending (SAR);Makkah Province;Jeddah;996306470.55
2023-September;Tourists Spending (SAR);Makkah Province;Jeddah;367743994.06
2021-December;Tourists Spending (SAR);Makkah Province;Jeddah;168858797.43
2023-February;Tourists Spending (SAR);Makkah Province;Makkah;7595661276.9
2021-May;Tourists Spending (SAR);Makkah Province;Makkah;44307357.42
2021-July;Tourists Spending (SAR);Makkah Province;Makkah;89125753.76
2023-July;Tourists Spending (SAR);Makkah Province;Makkah;2329533932.06
2021-September;Tourists Spending (SAR);Makkah Province;Makkah;166898851.56
2021-December;Tourists Spending (SAR);Makkah Province;Makkah;613680679.58
2023-December;Tourists Spending (SAR);Makkah Province;Makkah;8039690867.56
2021-May;Tourists Spending (SAR);Makkah Province;Rabigh;66919.93
2023-May;Tourists Spending (SAR);Makkah Province;Taif;8284345.35
2021-September;Tourists Spending (SAR);Makkah Province;Taif;352435.04
2021-November;Tourists Spending (SAR);Makkah Province;Taif;234232.38
2022-November;Tourists Spending (SAR);Makkah Province;Taif;28689694.31
2023-December;Tourists Spending (SAR);Makkah Province;Taif;17204682.37
2022-March;Tourists Spending (SAR);Makkah Province;Other Makkah;-0.010000228881835938
2022-July;Tourists Spending (SAR);Makkah Province;Other Makkah;285812.9399986267
2023-December;Tourists Spending (SAR);Makkah Province;Other Makkah;5578033.48
2022-June;Tourists Spending (SAR);Najran Province;Najran;158390.23
2023-June;Tourists Spending (SAR);Najran Province;Najran;477060.87
2023-July;Tourists Spending (SAR);Najran Province;Najran;9263657.11
2023-September;Tourists Spending (SAR);Najran Province;Najran;3069800.17
2021-January;Tourists Spending (SAR);Najran Province;Other Najran;137733.17
2022-January;Tourists Spending (SAR);Northern Borders Province;Arar;9237670.71
2021-February;Tourists Spending (SAR);Northern Borders Province;Arar;1906514.63
2023-February;Tourists Spending (SAR);Northern Borders Province;Arar;39594602.03
2022-May;Tourists Spending (SAR);Northern Borders Province;Arar;25194616.91
2021-August;Tourists Spending (SAR);Northern Borders Province;Arar;35572021.95
2022-October;Tourists Spending (SAR);Northern Borders Province;Arar;9650844.7
2021-November;Tourists Spending (SAR);Northern Borders Province;Arar;20724898.29
2023-November;Tourists Spending (SAR);Northern Borders Province;Arar;16487109.04
2022-April;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;7895172.509999998
2021-June;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;3529956.41
2022-June;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;20316660.699999996
2022-October;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;5000971.48
2021-December;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;4397270.33
2023-February;Tourists Spending (SAR);Riyadh Province;Riyadh;1208244644.23
2021-June;Tourists Spending (SAR);Riyadh Province;Riyadh;441528255.23
2023-July;Tourists Spending (SAR);Riyadh Province;Riyadh;624491575.08
2021-September;Tourists Spending (SAR);Riyadh Province;Riyadh;622499123.32
2021-October;Tourists Spending (SAR);Riyadh Province;Riyadh;842912818.09
2022-October;Tourists Spending (SAR);Riyadh Province;Riyadh;1207531770.94
2022-November;Tourists Spending (SAR);Riyadh Province;Riyadh;1146785767.51
2021-December;Tourists Spending (SAR);Riyadh Province;Riyadh;1551987421.43
2022-December;Tourists Spending (SAR);Riyadh Province;Riyadh;1741035881.87
2021-January;Tourists Spending (SAR);Riyadh Province;Other Riyadh;3083739.58
2023-January;Tourists Spending (SAR);Riyadh Province;Other Riyadh;59275668.38
2021-April;Tourists Spending (SAR);Riyadh Province;Other Riyadh;377225.28
2023-May;Tourists Spending (SAR);Riyadh Province;Other Riyadh;36415970.19999999
2021-June;Tourists Spending (SAR);Riyadh Province;Other Riyadh;2573534.86
2022-August;Tourists Spending (SAR);Riyadh Province;Other Riyadh;4766184.319999933
2022-November;Tourists Spending (SAR);Riyadh Province;Other Riyadh;18652193.02999997
2023-November;Tourists Spending (SAR);Riyadh Province;Other Riyadh;87272858.55000001
2021-December;Tourists Spending (SAR);Riyadh Province;Other Riyadh;70144330.78
2023-May;Tourists Spending (SAR);Tabuk Province;Al Wajh;1240349.04
2021-February;Tourists Spending (SAR);Tabuk Province;Duba;692656.43
2021-October;Tourists Spending (SAR);Tabuk Province;Duba;360515.89
2023-October;Tourists Spending (SAR);Tabuk Province;Duba;3489843.37
2022-November;Tourists Spending (SAR);Tabuk Province;Duba;2860699.99
2023-November;Tourists Spending (SAR);Tabuk Province;Duba;5927237.03
2021-January;Tourists Spending (SAR);Tabuk Province;Tabuk;251740.86
2023-February;Tourists Spending (SAR);Tabuk Province;Tabuk;16093371.4
2022-April;Tourists Spending (SAR);Tabuk Province;Tabuk;12895922.45
2021-October;Tourists Spending (SAR);Tabuk Province;Tabuk;4864545.1
2023-October;Tourists Spending (SAR);Tabuk Province;Tabuk;11551434.95
2021-November;Tourists Spending (SAR);Tabuk Province;Tabuk;3980051.88
2021-December;Tourists Spending (SAR);Tabuk Province;Tabuk;3503091.63
2023-July;Tourists Spending (SAR);Tabuk Province;Umluj;258478.67
2023-August;Tourists Spending (SAR);Tabuk Province;Umluj;1052698.79
2021-October;Tourists Spending (SAR);Tabuk Province;Umluj;134859356.23
2023-November;Tourists Spending (SAR);Tabuk Province;Umluj;301823.89
2022-December;Tourists Spending (SAR);Tabuk Province;Umluj;1065710.18
2023-February;Tourists Spending (SAR);Tabuk Province;Other Tabuk;0.0
2023-March;Tourists Spending (SAR);Tabuk Province;Other Tabuk;3012468.72
2023-June;Tourists Spending (SAR);Tabuk Province;Other Tabuk;1611155.85
2021-July;Tourists Spending (SAR);Tabuk Province;Other Tabuk;171321.74
