,Indicator,Province,value,year,month,tourism type
333,Tourists Spending (SAR),Jouf Province,13240895.79,2023,12,inbound_tourism
334,Tourists Spending (SAR),Jouf Province,19537554.94,2023,1,inbound_tourism
335,Tourists Spending (SAR),Jouf Province,1544600.59,2021,3,inbound_tourism
336,Tourists Spending (SAR),Jouf Province,10108333.81,2023,5,inbound_tourism
337,Tourists Spending (SAR),Jouf Province,8785393.07,2022,10,inbound_tourism
338,Tourists Spending (SAR),Jouf Province,4722322.57,2023,1,inbound_tourism
339,Tourists Spending (SAR),Jouf Province,2358882.2699999977,2022,11,inbound_tourism
340,Tourists Spending (SAR),Madinah Province,7145817.15,2022,2,inbound_tourism
341,Tourists Spending (SAR),Madinah Province,26881.46,2021,4,inbound_tourism
342,Tourists Spending (SAR),Madinah Province,1352152.73,2022,10,inbound_tourism
343,Tourists Spending (SAR),Madinah Province,35969177.63,2023,10,inbound_tourism
344,Tourists Spending (SAR),Madinah Province,10716057.24,2021,11,inbound_tourism
345,Tourists Spending (SAR),Madinah Province,1894482.07,2022,1,inbound_tourism
346,Tourists Spending (SAR),Madinah Province,477424.32,2021,2,inbound_tourism
347,Tourists Spending (SAR),Madinah Province,2328734.48,2022,2,inbound_tourism
348,Tourists Spending (SAR),Madinah Province,33212830.19,2023,6,inbound_tourism
349,Tourists Spending (SAR),Madinah Province,12057211.32,2021,7,inbound_tourism
350,Tourists Spending (SAR),Madinah Province,23228246.18,2022,7,inbound_tourism
351,Tourists Spending (SAR),Madinah Province,4826032.01,2022,1,inbound_tourism
352,Tourists Spending (SAR),Madinah Province,854310.18,2023,3,inbound_tourism
353,Tourists Spending (SAR),Makkah Province,76746900.53,2021,3,inbound_tourism
354,Tourists Spending (SAR),Makkah Province,1416901328.79,2023,4,inbound_tourism
355,Tourists Spending (SAR),Makkah Province,61371540.07,2021,5,inbound_tourism
356,Tourists Spending (SAR),Makkah Province,657761672.95,2023,5,inbound_tourism
357,Tourists Spending (SAR),Makkah Province,83083588.82,2021,6,inbound_tourism
358,Tourists Spending (SAR),Makkah Province,92587802.0,2021,7,inbound_tourism
359,Tourists Spending (SAR),Makkah Province,1042424360.58,2022,11,inbound_tourism
360,Tourists Spending (SAR),Makkah Province,1238312122.54,2022,12,inbound_tourism
361,Tourists Spending (SAR),Makkah Province,640151336.97,2023,12,inbound_tourism
362,Tourists Spending (SAR),Makkah Province,2743155658.06,2022,2,inbound_tourism
363,Tourists Spending (SAR),Makkah Province,1366182410.06,2022,6,inbound_tourism
364,Tourists Spending (SAR),Makkah Province,76920889.52,2021,8,inbound_tourism
365,Tourists Spending (SAR),Makkah Province,329712.61,2023,7,inbound_tourism
366,Tourists Spending (SAR),Makkah Province,2505483.0,2022,4,inbound_tourism
367,Tourists Spending (SAR),Makkah Province,3642094.41,2023,6,inbound_tourism
368,Tourists Spending (SAR),Makkah Province,17982043.09,2022,8,inbound_tourism
369,Tourists Spending (SAR),Makkah Province,33824327.68,2023,8,inbound_tourism
370,Tourists Spending (SAR),Makkah Province,32146019.87,2023,9,inbound_tourism
371,Tourists Spending (SAR),Makkah Province,690984.7,2021,10,inbound_tourism
372,Tourists Spending (SAR),Makkah Province,1641087.81,2022,10,inbound_tourism
373,Tourists Spending (SAR),Makkah Province,10998376.1,2023,11,inbound_tourism
374,Tourists Spending (SAR),Makkah Province,0.0,2022,1,inbound_tourism
375,Tourists Spending (SAR),Makkah Province,1079080.34,2023,3,inbound_tourism
376,Tourists Spending (SAR),Makkah Province,0.0099997520446777,2022,5,inbound_tourism
377,Tourists Spending (SAR),Makkah Province,7539067.25,2023,6,inbound_tourism
378,Tourists Spending (SAR),Makkah Province,0.0,2022,11,inbound_tourism
379,Tourists Spending (SAR),Najran Province,11130.83,2022,1,inbound_tourism
380,Tourists Spending (SAR),Najran Province,34828.56,2021,7,inbound_tourism
381,Tourists Spending (SAR),Najran Province,640396.26,2023,10,inbound_tourism
382,Tourists Spending (SAR),Najran Province,473190.0,2021,11,inbound_tourism
383,Tourists Spending (SAR),Najran Province,0.0,2023,1,inbound_tourism
384,Tourists Spending (SAR),Najran Province,0.0,2023,2,inbound_tourism
385,Tourists Spending (SAR),Najran Province,295192.37,2021,3,inbound_tourism
386,Tourists Spending (SAR),Najran Province,0.0,2023,3,inbound_tourism
387,Tourists Spending (SAR),Najran Province,450206.87,2022,10,inbound_tourism
388,Tourists Spending (SAR),Najran Province,840591.62,2023,11,inbound_tourism
389,Tourists Spending (SAR),Najran Province,3039694.86,2023,12,inbound_tourism
390,Tourists Spending (SAR),Northern Borders Province,35785839.56,2022,4,inbound_tourism
391,Tourists Spending (SAR),Northern Borders Province,21591398.5,2023,5,inbound_tourism
392,Tourists Spending (SAR),Northern Borders Province,40096651.27,2022,6,inbound_tourism
393,Tourists Spending (SAR),Northern Borders Province,25114136.73,2021,7,inbound_tourism
394,Tourists Spending (SAR),Northern Borders Province,12228889.9,2023,9,inbound_tourism
395,Tourists Spending (SAR),Northern Borders Province,5979237.77,2022,1,inbound_tourism
396,Tourists Spending (SAR),Northern Borders Province,16748974.11,2023,2,inbound_tourism
397,Tourists Spending (SAR),Northern Borders Province,3461752.59,2021,4,inbound_tourism
398,Tourists Spending (SAR),Northern Borders Province,15798375.889999997,2022,5,inbound_tourism
399,Tourists Spending (SAR),Northern Borders Province,22136254.950000003,2023,5,inbound_tourism
400,Tourists Spending (SAR),Northern Borders Province,6575229.45,2021,8,inbound_tourism
401,Tourists Spending (SAR),Northern Borders Province,33997218.17,2023,9,inbound_tourism
402,Tourists Spending (SAR),Northern Borders Province,6629767.17,2021,10,inbound_tourism
403,Tourists Spending (SAR),Northern Borders Province,5037505.63,2022,11,inbound_tourism
404,Tourists Spending (SAR),Northern Borders Province,25491373.31,2023,11,inbound_tourism
405,Tourists Spending (SAR),Northern Borders Province,268812.11,2022,12,inbound_tourism
406,Tourists Spending (SAR),Riyadh Province,600858527.95,2021,1,inbound_tourism
407,Tourists Spending (SAR),Riyadh Province,1083457044.44,2022,3,inbound_tourism
408,Tourists Spending (SAR),Riyadh Province,1077538949.45,2022,4,inbound_tourism
409,Tourists Spending (SAR),Riyadh Province,2142219323.94,2023,5,inbound_tourism
410,Tourists Spending (SAR),Riyadh Province,1108805251.68,2022,6,inbound_tourism
411,Tourists Spending (SAR),Riyadh Province,478523418.18,2021,8,inbound_tourism
412,Tourists Spending (SAR),Riyadh Province,1129493.5,2021,2,inbound_tourism
413,Tourists Spending (SAR),Riyadh Province,69825168.44999999,2023,7,inbound_tourism
414,Tourists Spending (SAR),Riyadh Province,56811367.72,2023,10,inbound_tourism
415,Tourists Spending (SAR),Tabuk Province,606077.25,2023,8,inbound_tourism
416,Tourists Spending (SAR),Tabuk Province,1650167.02,2022,11,inbound_tourism
417,Tourists Spending (SAR),Tabuk Province,319100.03,2023,11,inbound_tourism
418,Tourists Spending (SAR),Tabuk Province,2660715.82,2023,1,inbound_tourism
419,Tourists Spending (SAR),Tabuk Province,1248162.09,2021,3,inbound_tourism
420,Tourists Spending (SAR),Tabuk Province,11629213.83,2023,1,inbound_tourism
421,Tourists Spending (SAR),Tabuk Province,129149.36,2022,3,inbound_tourism
422,Tourists Spending (SAR),Tabuk Province,26723142.11,2023,3,inbound_tourism
423,Tourists Spending (SAR),Tabuk Province,29959684.57,2021,4,inbound_tourism
424,Tourists Spending (SAR),Tabuk Province,19121353.41,2022,6,inbound_tourism
425,Tourists Spending (SAR),Tabuk Province,18725105.12,2022,10,inbound_tourism
426,Tourists Spending (SAR),Tabuk Province,9806781.78,2023,11,inbound_tourism
427,Tourists Spending (SAR),Tabuk Province,543635.97,2022,10,inbound_tourism
428,Tourists Spending (SAR),Tabuk Province,0.0,2023,4,inbound_tourism
429,Tourists Spending (SAR),Tabuk Province,603218.03,2021,9,inbound_tourism
430,Tourists Spending (SAR),Total,800808054.76,2021,4,inbound_tourism
431,Tourists Spending (SAR),Total,995754187.46,2021,7,inbound_tourism
432,Tourists Spending (SAR),Total,966016808.98,2021,8,inbound_tourism
433,Tourists Number (Overnight Visitors),Albaha province,103.05806359844053,2022,1,inbound_tourism
434,Tourists Number (Overnight Visitors),Albaha province,48.0,2021,4,inbound_tourism
435,Tourists Number (Overnight Visitors),Albaha province,107.0,2021,7,inbound_tourism
436,Tourists Number (Overnight Visitors),Albaha province,294.2096589030773,2022,8,inbound_tourism
437,Tourists Number (Overnight Visitors),Albaha province,26.0,2021,9,inbound_tourism
438,Tourists Number (Overnight Visitors),Albaha province,18.54814814814813,2022,10,inbound_tourism
439,Tourists Number (Overnight Visitors),AlQassim Province,18958.0,2022,1,inbound_tourism
440,Tourists Number (Overnight Visitors),AlQassim Province,697.0,2022,2,inbound_tourism
441,Tourists Number (Overnight Visitors),AlQassim Province,730.0,2021,4,inbound_tourism
442,Tourists Number (Overnight Visitors),AlQassim Province,2734.0,2023,6,inbound_tourism
443,Tourists Number (Overnight Visitors),AlQassim Province,10530.0,2023,7,inbound_tourism
444,Tourists Number (Overnight Visitors),AlQassim Province,1295.0,2021,8,inbound_tourism
445,Tourists Number (Overnight Visitors),AlQassim Province,3021.0,2022,11,inbound_tourism
446,Tourists Number (Overnight Visitors),AlQassim Province,4465.0,2021,12,inbound_tourism
447,Tourists Number (Overnight Visitors),AlQassim Province,175.0,2022,1,inbound_tourism
448,Tourists Number (Overnight Visitors),AlQassim Province,1386.0,2023,7,inbound_tourism
449,Tourists Number (Overnight Visitors),AlQassim Province,41.0,2021,8,inbound_tourism
450,Tourists Number (Overnight Visitors),AlQassim Province,52.0,2022,9,inbound_tourism
451,Tourists Number (Overnight Visitors),AlQassim Province,40.0,2021,12,inbound_tourism
452,Tourists Number (Overnight Visitors),AlQassim Province,2172.0,2023,5,inbound_tourism
453,Tourists Number (Overnight Visitors),AlQassim Province,1996.0,2023,6,inbound_tourism
454,Tourists Number (Overnight Visitors),AlQassim Province,1161.0,2021,7,inbound_tourism
455,Tourists Number (Overnight Visitors),AlQassim Province,206.0,2023,9,inbound_tourism
456,Tourists Number (Overnight Visitors),AlQassim Province,3500.0,2022,11,inbound_tourism
457,Tourists Number (Overnight Visitors),AlQassim Province,0.0,2022,3,inbound_tourism
458,Tourists Number (Overnight Visitors),AlQassim Province,0.0,2023,6,inbound_tourism
459,Tourists Number (Overnight Visitors),AlQassim Province,322.0,2021,7,inbound_tourism
460,Tourists Number (Overnight Visitors),AlQassim Province,378.0,2021,8,inbound_tourism
461,Tourists Number (Overnight Visitors),AlQassim Province,231.0,2021,10,inbound_tourism
462,Tourists Number (Overnight Visitors),AlQassim Province,38.0,2022,11,inbound_tourism
463,Tourists Number (Overnight Visitors),AlQassim Province,0.0,2023,11,inbound_tourism
464,Tourists Number (Overnight Visitors),AlQassim Province,308.0,2021,12,inbound_tourism
465,Tourists Number (Overnight Visitors),Aseer Province,4.0,2022,1,inbound_tourism
466,Tourists Number (Overnight Visitors),Aseer Province,2510.0,2022,3,inbound_tourism
467,Tourists Number (Overnight Visitors),Aseer Province,1935.0,2023,5,inbound_tourism
468,Tourists Number (Overnight Visitors),Aseer Province,791.0,2022,6,inbound_tourism
469,Tourists Number (Overnight Visitors),Aseer Province,5780.0,2023,6,inbound_tourism
470,Tourists Number (Overnight Visitors),Aseer Province,1492.0,2022,7,inbound_tourism
471,Tourists Number (Overnight Visitors),Aseer Province,42.0,2021,9,inbound_tourism
472,Tourists Number (Overnight Visitors),Aseer Province,687.0,2022,9,inbound_tourism
473,Tourists Number (Overnight Visitors),Aseer Province,375.0,2021,1,inbound_tourism
474,Tourists Number (Overnight Visitors),Aseer Province,2766.0,2023,1,inbound_tourism
475,Tourists Number (Overnight Visitors),Aseer Province,2142.0,2023,3,inbound_tourism
476,Tourists Number (Overnight Visitors),Aseer Province,355.0,2023,6,inbound_tourism
477,Tourists Number (Overnight Visitors),Aseer Province,3707.0,2023,12,inbound_tourism
478,Tourists Number (Overnight Visitors),Aseer Province,773.0,2021,2,inbound_tourism
479,Tourists Number (Overnight Visitors),Aseer Province,7629.0,2023,3,inbound_tourism
480,Tourists Number (Overnight Visitors),Aseer Province,90.0,2021,10,inbound_tourism
481,Tourists Number (Overnight Visitors),Eastern Province,10754.0,2021,1,inbound_tourism
482,Tourists Number (Overnight Visitors),Eastern Province,5393.0,2021,3,inbound_tourism
483,Tourists Number (Overnight Visitors),Eastern Province,64169.0,2022,3,inbound_tourism
484,Tourists Number (Overnight Visitors),Eastern Province,57229.0,2022,4,inbound_tourism
485,Tourists Number (Overnight Visitors),Eastern Province,108121.0,2023,4,inbound_tourism
486,Tourists Number (Overnight Visitors),Eastern Province,59897.0,2022,5,inbound_tourism
487,Tourists Number (Overnight Visitors),Eastern Province,70786.0,2023,5,inbound_tourism
488,Tourists Number (Overnight Visitors),Eastern Province,3591.0,2021,6,inbound_tourism
489,Tourists Number (Overnight Visitors),Eastern Province,65699.0,2022,9,inbound_tourism
490,Tourists Number (Overnight Visitors),Eastern Province,24032.0,2021,10,inbound_tourism
491,Tourists Number (Overnight Visitors),Eastern Province,137628.0,2023,12,inbound_tourism
492,Tourists Number (Overnight Visitors),Eastern Province,7361.0,2021,4,inbound_tourism
493,Tourists Number (Overnight Visitors),Eastern Province,73628.0,2022,4,inbound_tourism
494,Tourists Number (Overnight Visitors),Eastern Province,98854.0,2022,5,inbound_tourism
495,Tourists Number (Overnight Visitors),Eastern Province,105427.0,2023,5,inbound_tourism
496,Tourists Number (Overnight Visitors),Eastern Province,133821.0,2023,6,inbound_tourism
497,Tourists Number (Overnight Visitors),Eastern Province,13603.0,2021,8,inbound_tourism
498,Tourists Number (Overnight Visitors),Eastern Province,101695.0,2023,11,inbound_tourism
499,Tourists Number (Overnight Visitors),Eastern Province,178758.0,2022,12,inbound_tourism
500,Tourists Number (Overnight Visitors),Eastern Province,41936.0,2022,2,inbound_tourism
501,Tourists Number (Overnight Visitors),Eastern Province,139142.0,2023,2,inbound_tourism
502,Tourists Number (Overnight Visitors),Eastern Province,28557.0,2021,4,inbound_tourism
503,Tourists Number (Overnight Visitors),Eastern Province,133681.0,2023,4,inbound_tourism
504,Tourists Number (Overnight Visitors),Eastern Province,40470.0,2021,5,inbound_tourism
505,Tourists Number (Overnight Visitors),Eastern Province,111457.0,2023,7,inbound_tourism
506,Tourists Number (Overnight Visitors),Eastern Province,139710.0,2023,8,inbound_tourism
507,Tourists Number (Overnight Visitors),Eastern Province,109263.0,2022,9,inbound_tourism
508,Tourists Number (Overnight Visitors),Eastern Province,55648.0,2021,10,inbound_tourism
509,Tourists Number (Overnight Visitors),Eastern Province,113338.0,2023,10,inbound_tourism
510,Tourists Number (Overnight Visitors),Eastern Province,33958.0,2021,11,inbound_tourism
511,Tourists Number (Overnight Visitors),Eastern Province,154977.0,2022,12,inbound_tourism
512,Tourists Number (Overnight Visitors),Eastern Province,156839.0,2023,12,inbound_tourism
513,Tourists Number (Overnight Visitors),Eastern Province,11453.0,2021,2,inbound_tourism
514,Tourists Number (Overnight Visitors),Eastern Province,105656.0,2022,5,inbound_tourism
515,Tourists Number (Overnight Visitors),Eastern Province,138378.0,2023,6,inbound_tourism
516,Tourists Number (Overnight Visitors),Hail Province,2898.0,2021,2,inbound_tourism
517,Tourists Number (Overnight Visitors),Hail Province,3913.0,2022,3,inbound_tourism
518,Tourists Number (Overnight Visitors),Hail Province,5415.0,2022,4,inbound_tourism
519,Tourists Number (Overnight Visitors),Hail Province,275.0,2021,7,inbound_tourism
520,Tourists Number (Overnight Visitors),Hail Province,4910.0,2022,7,inbound_tourism
521,Tourists Number (Overnight Visitors),Hail Province,26448.0,2023,8,inbound_tourism
522,Tourists Number (Overnight Visitors),Hail Province,5393.0,2022,9,inbound_tourism
523,Tourists Number (Overnight Visitors),Hail Province,29766.0,2021,10,inbound_tourism
524,Tourists Number (Overnight Visitors),Hail Province,25985.0,2023,10,inbound_tourism
525,Tourists Number (Overnight Visitors),Hail Province,19992.0,2023,11,inbound_tourism
526,Tourists Number (Overnight Visitors),Jazan Province,1165.0,2023,1,inbound_tourism
527,Tourists Number (Overnight Visitors),Jazan Province,30.0,2022,6,inbound_tourism
